2,2,131.44,137.58,39.95,94.94,1,-1,-1,-1
2,3,136.66,107.87,36.86,87.10,1,-1,-1,-1
2,4,338.58,102.26,31.35,87.46,1,-1,-1,-1
2,5,373.37,109.65,31.64,89.92,1,-1,-1,-1
2,6,408.95,184.60,37.54,110.95,1,-1,-1,-1
2,10,839.93,81.39,40.86,86.78,1,-1,-1,-1
2,11,770.74,53.19,32.00,77.10,1,-1,-1,-1
2,12,684.63,13.11,24.27,64.85,1,-1,-1,-1
2,13,639.78,3.96,22.16,61.74,1,-1,-1,-1
2,14,417.99,33.94,24.60,68.58,1,-1,-1,-1
3,2,128.92,139.12,40.22,95.33,1,-1,-1,-1
3,3,139.01,107.28,36.69,86.95,1,-1,-1,-1
3,4,339.92,101.07,31.23,87.14,1,-1,-1,-1
3,5,375.01,109.27,31.59,89.82,1,-1,-1,-1
3,6,407.19,185.62,37.67,111.21,1,-1,-1,-1
3,10,841.10,81.02,40.98,86.75,1,-1,-1,-1
3,11,770.72,53.21,32.00,77.10,1,-1,-1,-1
3,12,685.23,12.80,24.27,64.78,1,-1,-1,-1
3,13,641.69,3.06,22.14,61.53,1,-1,-1,-1
3,14,418.91,33.34,24.54,68.41,1,-1,-1,-1
4,2,126.42,140.54,40.48,95.70,1,-1,-1,-1
4,3,141.23,106.37,36.51,86.71,1,-1,-1,-1
4,4,341.19,100.12,31.13,86.88,1,-1,-1,-1
4,5,376.64,109.01,31.55,89.77,1,-1,-1,-1
4,6,405.29,187.03,37.83,111.57,1,-1,-1,-1
4,10,842.30,80.86,41.11,86.78,1,-1,-1,-1
4,11,770.85,53.25,32.01,77.12,1,-1,-1,-1
4,12,685.85,12.93,24.31,64.83,1,-1,-1,-1
4,13,643.46,2.11,22.12,61.31,1,-1,-1,-1
4,14,419.82,32.80,24.48,68.26,1,-1,-1,-1
5,2,123.59,142.00,40.77,96.07,1,-1,-1,-1
5,3,143.49,105.32,36.31,86.43,1,-1,-1,-1
5,4,342.43,99.66,31.07,86.77,1,-1,-1,-1
5,5,378.34,108.74,31.51,89.70,1,-1,-1,-1
5,6,403.43,188.63,38.00,111.97,1,-1,-1,-1
5,10,843.48,80.81,41.26,86.83,1,-1,-1,-1
5,11,771.01,52.86,31.99,77.02,1,-1,-1,-1
5,12,686.49,13.02,24.34,64.87,1,-1,-1,-1
5,13,645.22,1.06,22.09,61.07,1,-1,-1,-1
5,14,420.81,32.40,24.44,68.16,1,-1,-1,-1
6,2,120.48,142.97,41.02,96.32,1,-1,-1,-1
