1,2,145.00,174.00,70.36,130.00,1,-1,-1,-1
2,2,145.00,169.00,69.68,130.00,1,-1,-1,-1
3,2,146.00,165.00,62.00,132.00,1,-1,-1,-1
4,2,143.00,159.00,66.00,121.00,1,-1,-1,-1
5,2,139.00,155.00,68.00,115.00,1,-1,-1,-1
6,2,137.00,155.00,72.00,116.00,1,-1,-1,-1
7,2,130.00,145.00,74.00,116.00,1,-1,-1,-1
8,2,129.00,140.00,76.00,118.00,1,-1,-1,-1
9,2,133.99,135.00,73.01,125.00,1,-1,-1,-1
10,2,133.99,132.00,75.01,131.22,1,-1,-1,-1
11,2,131.00,129.00,73.00,131.00,1,-1,-1,-1
12,2,130.00,126.00,75.00,130.00,1,-1,-1,-1
13,2,134.00,120.00,70.00,137.00,1,-1,-1,-1
14,2,135.00,115.53,69.42,138.47,1,-1,-1,-1
15,2,131.26,112.11,70.43,131.28,1,-1,-1,-1
16,2,131.00,109.00,69.00,130.00,1,-1,-1,-1
17,2,125.00,107.00,75.00,124.00,1,-1,-1,-1
18,2,128.52,96.38,67.48,130.00,1,-1,-1,-1
19,2,127.00,94.00,70.00,122.00,1,-1,-1,-1
20,2,125.09,88.52,72.87,126.86,1,-1,-1,-1
21,2,123.78,83.85,74.00,128.00,1,-1,-1,-1
22,2,122.83,79.56,74.95,129.22,1,-1,-1,-1
23,2,121.68,74.57,76.00,132.00,1,-1,-1,-1
24,2,120.52,69.66,78.50,136.56,1,-1,-1,-1
25,2,119.07,64.79,80.00,140.00,1,-1,-1,-1
26,2,117.58,59.78,82.00,144.00,1,-1,-1,-1
27,2,116.04,54.64,85.27,148.16,1,-1,-1,-1
28,2,114.28,49.08,88.00,152.00,1,-1,-1,-1
29,2,112.76,43.48,90.00,156.00,1,-1,-1,-1
30,2,123.05,47.84,73.85,140.85,1,-1,-1,-1
31,2,123.05,41.68,71.79,138.12,1,-1,-1,-1
32,2,119.63,36.21,76.58,127.86,1,-1,-1,-1
33,2,119.63,31.43,74.53,129.91,1,-1,-1,-1
34,2,121.68,25.96,72.48,126.50,1,-1,-1,-1
35,2,119.63,23.22,73.16,123.08,1,-1,-1,-1
36,2,117.58,23.22,75.90,122.39,1,-1,-1,-1
37,2,116.21,17.07,70.43,130.60,1,-1,-1,-1
38,2,113.48,3.45,78.63,136.01,1,-1,-1,-1
39,2,114.85,1.00,71.79,141.20,1,-1,-1,-1
40,2,116.90,1.00,68.38,127.52,1,-1,-1,-1
41,2,116.21,1.00,71.79,136.41,1,-1,-1,-1
42,2,111.43,1.00,75.90,133.68,1,-1,-1,-1
43,2,114.16,1.00,71.79,130.26,1,-1,-1,-1
44,2,112.11,1.00,73.85,130.94,1,-1,-1,-1
45,2,109.38,1.00,72.48,120.68,1,-1,-1,-1
46,2,110.74,1.00,75.21,117.26,1,-1,-1,-1
47,2,110.06,1.00,72.48,103.59,1,-1,-1,-1
48,2,96.44,1.00,96.51,119.44,1,-1,-1,-1
49,2,95.08,1.00,97.83,115.49,1,-1,-1,-1
50,2,93.34,1.00,100.03,111.98,1,-1,-1,-1
51,2,91.43,1.00,102.61,108.65,1,-1,-1,-1
52,2,108.69,1.00,71.79,79.66,1,-1,-1,-1
53,2,110.06,1.00,63.59,82.39,1,-1,-1,-1
54,2,104.59,1.00,79.32,85.81,1,-1,-1,-1
55,2,109.38,1.00,64.96,85.81,1,-1,-1,-1
57,2,79.70,1.00,117.98,92.36,1,-1,-1,-1
58,2,86.20,1.00,104.51,88.00,1,-1,-1,-1
225,3,313.00,308.00,81.00,88.00,1,-1,-1,-1
226,3,315.00,303.00,77.00,96.00,1,-1,-1,-1
227,3,313.11,296.49,77.59,96.69,1,-1,-1,-1
228,3,310.74,290.06,79.69,98.77,1,-1,-1,-1
229,3,307.26,283.11,84.13,103.18,1,-1,-1,-1
